object,method,lights,status,mae_deg,median_deg,p90_deg,p95_deg,runtime_sec,runtime_iqr_sec,runtime_std_sec,runtime_measured_runs,runtime_source,runtime_caveat,peak_gpu_memory_mb,gpu_memory_exceeds_physical,delta_mae_vs_l2_deg,relative_improvement_vs_l2_pct,valid_pixel_count,device,gpu_name,gpu_total_memory_mb,error,image_indices_zero_based,image_names,light_geometry,intensity_normalization,method_input_preprocessing,source_mask_pixel_count,invalid_gt_pixels_excluded,inference_seed,output_dir,normal_est_npy,normal_est_rgb_png,normal_gt_rgb_png,angular_error_npy,angular_error_heatmap_png,height_map_npy,height_map_png,mesh_vtk,mesh_png,baseline_status,accuracy_pass_single_run_sec,runtime_scope,runtime_protocol,runtime_median_sec,runtime_min_sec,runtime_max_sec,runtime_runs_sec,end_to_end_sec,end_to_end_median_sec,end_to_end_min_sec,end_to_end_max_sec,end_to_end_std_sec,end_to_end_iqr_sec,end_to_end_runs_sec,runtime_warmup_runs,repeat_outputs_identical,mae_deg_std_over_runs,runtime_pass_mae_deg,runtime_pass_mae_matches,baseline_mae_deg,baseline_delta_deg,baseline_ratio,baseline_source_url,baseline_notes,oom_note,replaced_record_status,replaced_record_error_excerpt,replacement_reason,replacement_source,runtime_caveat_evidence
buddha,ps_fcn,4,ok,11.05662673622719,7.972605529306922,22.46981543600892,29.56671573906996,,,,,not_measured,,428.04052734375,False,-5.123953729787868,31.667304770369537,44864,cuda,NVIDIA GeForce RTX 3050 Ti Laptop GPU,4095.5,,"[91,7,43,48]","[""092.png"",""008.png"",""044.png"",""049.png""]","{""rank"":3,""condition_number"":2.833965459204653,""azimuth_deg"":[-5.088325733628592,94.50714618194205,-175.67097454722585,-83.21439821846897],""elevation_deg"":[53.385608365342904,65.32938701456722,52.7403837744209,63.7811457273587],""directions"":[[0.5940760859484805,-0.05289787063907527,0.80266768926249],[-0.03280080789384777,0.416110248921648,0.9087223821079103],[-0.6037003048687309,-0.04570002307851748,0.7959004019298045],[0.05220075848253117,-0.43870637444993144,0.8971130351471017]],""indices_zero_based"":[91,7,43,48],""cardinal_target_order"":[""right"",""front"",""left"",""back""],""cardinal_target_azimuth_deg"":[0.0,90.0,180.0,-90.0]}",per_channel_calibrated,"per-channel light-intensity correction, upstream [0,1] PS-FCN input scale",44864,0,42,outputs\photometric_stereo\matrix_accuracy\ps_fcn\buddha\lights_004\ps_fcn,outputs\photometric_stereo\matrix_accuracy\ps_fcn\buddha\lights_004\ps_fcn\normal_est.npy,outputs\photometric_stereo\matrix_accuracy\ps_fcn\buddha\lights_004\ps_fcn\normal_est_rgb.png,outputs\photometric_stereo\matrix_accuracy\ps_fcn\buddha\lights_004\ps_fcn\normal_gt_rgb.png,outputs\photometric_stereo\matrix_accuracy\ps_fcn\buddha\lights_004\ps_fcn\angular_error.npy,outputs\photometric_stereo\matrix_accuracy\ps_fcn\buddha\lights_004\ps_fcn\angular_error_heatmap.png,outputs\photometric_stereo\matrix_accuracy\ps_fcn\buddha\lights_004\ps_fcn\height_map.npy,outputs\photometric_stereo\matrix_accuracy\ps_fcn\buddha\lights_004\ps_fcn\height_map.png,outputs\photometric_stereo\matrix_accuracy\ps_fcn\buddha\lights_004\ps_fcn\mesh.vtk,outputs\photometric_stereo\matrix_accuracy\ps_fcn\buddha\lights_004\ps_fcn\mesh.png,,0.13244659994961694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buddha,sdm_unips,4,ok,8.651238125442601,6.016755655176508,17.376509393367584,24.721599686215498,,,,,not_measured,,1446.1201171875,False,-7.529342340572457,46.53320291189021,44864,cuda,NVIDIA GeForce RTX 3050 Ti Laptop GPU,4095.5,,"[91,7,43,48]","[""092.png"",""008.png"",""044.png"",""049.png""]","{""rank"":3,""condition_number"":2.833965459204653,""azimuth_deg"":[-5.088325733628592,94.50714618194205,-175.67097454722585,-83.21439821846897],""elevation_deg"":[53.385608365342904,65.32938701456722,52.7403837744209,63.7811457273587],""directions"":[[0.5940760859484805,-0.05289787063907527,0.80266768926249],[-0.03280080789384777,0.416110248921648,0.9087223821079103],[-0.6037003048687309,-0.04570002307851748,0.7959004019298045],[0.05220075848253117,-0.43870637444993144,0.8971130351471017]],""indices_zero_based"":[91,7,43,48],""cardinal_target_order"":[""right"",""front"",""left"",""back""],""cardinal_target_azimuth_deg"":[0.0,90.0,180.0,-90.0]}",per_channel_calibrated,"raw RGB [0,1], upstream per-image normalization; calibrated directions ignored",44864,0,42,outputs\photometric_stereo\matrix_accuracy\sdm_unips\buddha\lights_004\sdm_unips,outputs\photometric_stereo\matrix_accuracy\sdm_unips\buddha\lights_004\sdm_unips\normal_est.npy,outputs\photometric_stereo\matrix_accuracy\sdm_unips\buddha\lights_004\sdm_unips\normal_est_rgb.png,outputs\photometric_stereo\matrix_accuracy\sdm_unips\buddha\lights_004\sdm_unips\normal_gt_rgb.png,outputs\photometric_stereo\matrix_accuracy\sdm_unips\buddha\lights_004\sdm_unips\angular_error.npy,outputs\photometric_stereo\matrix_accuracy\sdm_unips\buddha\lights_004\sdm_unips\angular_error_heatmap.png,outputs\photometric_stereo\matrix_accuracy\sdm_unips\buddha\lights_004\sdm_unips\height_map.npy,outputs\photometric_stereo\matrix_accuracy\sdm_unips\buddha\lights_004\sdm_unips\height_map.png,outputs\photometric_stereo\matrix_accuracy\sdm_unips\buddha\lights_004\sdm_unips\mesh.vtk,outputs\photometric_stereo\matrix_accuracy\sdm_unips\buddha\lights_004\sdm_unips\mesh.png,,7.174656599992886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat,l2,4,ok,9.065503108212972,6.523564680196108,16.485874321829716,25.488716869840637,,,,,not_measured,,0.0,False,0.0,0.0,45200,cpu,NVIDIA GeForce RTX 3050 Ti Laptop GPU,4095.5,,"[91,55,43,48]","[""092.png"",""056.png"",""044.png"",""049.png""]","{""rank"":3,""condition_number"":2.7684125676378395,""azimuth_deg"":[-3.798961534701169,85.8369947986284,-177.3517244403712,-83.71332730752032],""elevation_deg"":[52.75632172730442,64.37070752205781,52.073216510088876,64.05863916381685],""directions"":[[0.6038763194544398,-0.0400984275709936,0.7960687827747632],[0.031400400671668875,0.43140550476936157,0.9016115046361992],[-0.613997544014736,-0.0283998864006816,0.7887968448189312],[0.04790224930292527,-0.43482041747206485,0.8992422249100293]],""indices_zero_based"":[91,55,43,48],""cardinal_target_order"":[""right"",""front"",""left"",""back""],""cardinal_target_azimuth_deg"":[0.0,90.0,180.0,-90.0]}",per_channel_calibrated,"per-channel light-intensity correction, RGB mean",45200,0,42,outputs\photometric_stereo\matrix_accuracy\l2\cat\lights_004\l2,outputs\photometric_stereo\matrix_accuracy\l2\cat\lights_004\l2\normal_est.npy,outputs\photometric_stereo\matrix_accuracy\l2\cat\lights_004\l2\normal_est_rgb.png,outputs\photometric_stereo\matrix_accuracy\l2\cat\lights_004\l2\normal_gt_rgb.png,outputs\photometric_stereo\matrix_accuracy\l2\cat\lights_004\l2\angular_error.npy,outputs\photometric_stereo\matrix_accuracy\l2\cat\lights_004\l2\angular_error_heatmap.png,outputs\photometric_stereo\matrix_accuracy\l2\cat\lights_004\l2\height_map.npy,outputs\photometric_stereo\matrix_accuracy\l2\cat\lights_004\l2\height_map.png,outputs\photometric_stereo\matrix_accuracy\l2\cat\lights_004\l2\mesh.vtk,outputs\photometric_stereo\matrix_accuracy\l2\cat\lights_004\l2\mesh.png,not_applicable,0.04056589998072013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat,l1,4,ok,10.022247905379459,6.867763534079328,18.406616312314362,30.03032049438723,,,,,not_measured,,0.0,False,0.9567447971664862,-10.55368671485772,45200,cpu,NVIDIA GeForce RTX 3050 Ti Laptop GPU,4095.5,,"[91,55,43,48]","[""092.png"",""056.png"",""044.png"",""049.png""]","{""rank"":3,""condition_number"":2.7684125676378395,""azimuth_deg"":[-3.798961534701169,85.8369947986284,-177.3517244403712,-83.71332730752032],""elevation_deg"":[52.75632172730442,64.37070752205781,52.073216510088876,64.05863916381685],""directions"":[[0.6038763194544398,-0.0400984275709936,0.7960687827747632],[0.031400400671668875,0.43140550476936157,0.9016115046361992],[-0.613997544014736,-0.0283998864006816,0.7887968448189312],[0.04790224930292527,-0.43482041747206485,0.8992422249100293]],""indices_zero_based"":[91,55,43,48],""cardinal_target_order"":[""right"",""front"",""left"",""back""],""cardinal_target_azimuth_deg"":[0.0,90.0,180.0,-90.0]}",per_channel_calibrated,"per-channel light-intensity correction, RGB mean",45200,0,42,outputs\photometric_stereo\matrix_accuracy\l1\cat\lights_004\l1,outputs\photometric_stereo\matrix_accuracy\l1\cat\lights_004\l1\normal_est.npy,outputs\photometric_stereo\matrix_accuracy\l1\cat\lights_004\l1\normal_est_rgb.png,outputs\photometric_stereo\matrix_accuracy\l1\cat\lights_004\l1\normal_gt_rgb.png,outputs\photometric_stereo\matrix_accuracy\l1\cat\lights_004\l1\angular_error.npy,outputs\photometric_stereo\matrix_accuracy\l1\cat\lights_004\l1\angular_error_heatmap.png,outputs\photometric_stereo\matrix_accuracy\l1\cat\lights_004\l1\height_map.npy,outputs\photometric_stereo\matrix_accuracy\l1\cat\lights_004\l1\height_map.png,outputs\photometric_stereo\matrix_accuracy\l1\cat\lights_004\l1\mesh.vtk,outputs\photometric_stereo\matrix_accuracy\l1\cat\lights_004\l1\mesh.png,not_applicable,85.64993469999172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat,ps_fcn,4,ok,8.469456212070792,6.576097048989139,16.93835767874952,22.81364787673813,,,,,not_measured,,428.04052734375,False,-0.5960468961421803,6.574890428333607,45200,cuda,NVIDIA GeForce RTX 3050 Ti Laptop GPU,4095.5,,"[91,55,43,48]","[""092.png"",""056.png"",""044.png"",""049.png""]","{""rank"":3,""condition_number"":2.7684125676378395,""azimuth_deg"":[-3.798961534701169,85.8369947986284,-177.3517244403712,-83.71332730752032],""elevation_deg"":[52.75632172730442,64.37070752205781,52.073216510088876,64.05863916381685],""directions"":[[0.6038763194544398,-0.0400984275709936,0.7960687827747632],[0.031400400671668875,0.43140550476936157,0.9016115046361992],[-0.613997544014736,-0.0283998864006816,0.7887968448189312],[0.04790224930292527,-0.43482041747206485,0.8992422249100293]],""indices_zero_based"":[91,55,43,48],""cardinal_target_order"":[""right"",""front"",""left"",""back""],""cardinal_target_azimuth_deg"":[0.0,90.0,180.0,-90.0]}",per_channel_calibrated,"per-channel light-intensity correction, upstream [0,1] PS-FCN input scale",45200,0,42,outputs\photometric_stereo\matrix_accuracy\ps_fcn\cat\lights_004\ps_fcn,outputs\photometric_stereo\matrix_accuracy\ps_fcn\cat\lights_004\ps_fcn\normal_est.npy,outputs\photometric_stereo\matrix_accuracy\ps_fcn\cat\lights_004\ps_fcn\normal_est_rgb.png,outputs\photometric_stereo\matrix_accuracy\ps_fcn\cat\lights_004\ps_fcn\normal_gt_rgb.png,outputs\photometric_stereo\matrix_accuracy\ps_fcn\cat\lights_004\ps_fcn\angular_error.npy,outputs\photometric_stereo\matrix_accuracy\ps_fcn\cat\lights_004\ps_fcn\angular_error_heatmap.png,outputs\photometric_stereo\matrix_accuracy\ps_fcn\cat\lights_004\ps_fcn\height_map.npy,outputs\photometric_stereo\matrix_accuracy\ps_fcn\cat\lights_004\ps_fcn\height_map.png,outputs\photometric_stereo\matrix_accuracy\ps_fcn\cat\lights_004\ps_fcn\mesh.vtk,outputs\photometric_stereo\matrix_accuracy\ps_fcn\cat\lights_004\ps_fcn\mesh.png,,0.12807420000899583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat,sdm_unips,4,ok,6.7093577895555665,6.109017563336067,11.064219100566788,13.360700100058008,,,,,not_measured,,1401.35009765625,False,-2.356145318657406,25.99023231841193,45200,cuda,NVIDIA GeForce RTX 3050 Ti Laptop GPU,4095.5,,"[91,55,43,48]","[""092.png"",""056.png"",""044.png"",""049.png""]","{""rank"":3,""condition_number"":2.7684125676378395,""azimuth_deg"":[-3.798961534701169,85.8369947986284,-177.3517244403712,-83.71332730752032],""elevation_deg"":[52.75632172730442,64.37070752205781,52.073216510088876,64.05863916381685],""directions"":[[0.6038763194544398,-0.0400984275709936,0.7960687827747632],[0.031400400671668875,0.43140550476936157,0.9016115046361992],[-0.613997544014736,-0.0283998864006816,0.7887968448189312],[0.04790224930292527,-0.43482041747206485,0.8992422249100293]],""indices_zero_based"":[91,55,43,48],""cardinal_target_order"":[""right"",""front"",""left"",""back""],""cardinal_target_azimuth_deg"":[0.0,90.0,180.0,-90.0]}",per_channel_calibrated,"raw RGB [0,1], upstream per-image normalization; calibrated directions ignored",45200,0,42,outputs\photometric_stereo\matrix_accuracy\sdm_unips\cat\lights_004\sdm_unips,outputs\photometric_stereo\matrix_accuracy\sdm_unips\cat\lights_004\sdm_unips\normal_est.npy,outputs\photometric_stereo\matrix_accuracy\sdm_unips\cat\lights_004\sdm_unips\normal_est_rgb.png,outputs\photometric_stereo\matrix_accuracy\sdm_unips\cat\lights_004\sdm_unips\normal_gt_rgb.png,outputs\photometric_stereo\matrix_accuracy\sdm_unips\cat\lights_004\sdm_unips\angular_error.npy,outputs\photometric_stereo\matrix_accuracy\sdm_unips\cat\lights_004\sdm_unips\angular_error_heatmap.png,outputs\photometric_stereo\matrix_accuracy\sdm_unips\cat\lights_004\sdm_unips\height_map.npy,outputs\photometric_stereo\matrix_accuracy\sdm_unips\cat\lights_004\sdm_unips\height_map.png,outputs\photometric_stereo\matrix_accuracy\sdm_unips\cat\lights_004\sdm_unips\mesh.vtk,outputs\photometric_stereo\matrix_accuracy\sdm_unips\cat\lights_004\sdm_unips\mesh.png,,8.704702600021847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cow,l2,4,ok,26.772198305839122,26.415610870066978,45.98973519245988,49.472120304779395,,,,,not_measured,,0.0,False,0.0,0.0,26421,cpu,NVIDIA GeForce RTX 3050 Ti Laptop GPU,4095.5,,"[91,7,43,48]","[""092.png"",""008.png"",""044.png"",""049.png""]","{""rank"":3,""condition_number"":2.833965459204653,""azimuth_deg"":[-5.088325733628592,94.50714618194205,-175.67097454722585,-83.21439821846897],""elevation_deg"":[53.385608365342904,65.32938701456722,52.7403837744209,63.7811457273587],""directions"":[[0.5940760859484805,-0.05289787063907527,0.80266768926249],[-0.03280080789384777,0.416110248921648,0.9087223821079103],[-0.6037003048687309,-0.04570002307851748,0.7959004019298045],[0.05220075848253117,-0.43870637444993144,0.8971130351471017]],""indices_zero_based"":[91,7,43,48],""cardinal_target_order"":[""right"",""front"",""left"",""back""],""cardinal_target_azimuth_deg"":[0.0,90.0,180.0,-90.0]}",per_channel_calibrated,"per-channel light-intensity correction, RGB mean",26421,0,42,outputs\photometric_stereo\matrix_accuracy\l2\cow\lights_004\l2,outputs\photometric_stereo\matrix_accuracy\l2\cow\lights_004\l2\normal_est.npy,outputs\photometric_stereo\matrix_accuracy\l2\cow\lights_004\l2\normal_est_rgb.png,outputs\photometric_stereo\matrix_accuracy\l2\cow\lights_004\l2\normal_gt_rgb.png,outputs\photometric_stereo\matrix_accuracy\l2\cow\lights_004\l2\angular_error.npy,outputs\photometric_stereo\matrix_accuracy\l2\cow\lights_004\l2\angular_error_heatmap.png,outputs\photometric_stereo\matrix_accuracy\l2\cow\lights_004\l2\height_map.npy,outputs\photometric_stereo\matrix_accuracy\l2\cow\lights_004\l2\height_map.png,outputs\photometric_stereo\matrix_accuracy\l2\cow\lights_004\l2\mesh.vtk,outputs\photometric_stereo\matrix_accuracy\l2\cow\lights_004\l2\mesh.png,not_applicable,0.03792139998404309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cow,l1,4,ok,28.318791727355176,27.90384898348553,47.62892374840867,53.59177721996975,,,,,not_measured,,0.0,False,1.5465934215160537,-5.776863759367625,26421,cpu,NVIDIA GeForce RTX 3050 Ti Laptop GPU,4095.5,,"[91,7,43,48]","[""092.png"",""008.png"",""044.png"",""049.png""]","{""rank"":3,""condition_number"":2.833965459204653,""azimuth_deg"":[-5.088325733628592,94.50714618194205,-175.67097454722585,-83.21439821846897],""elevation_deg"":[53.385608365342904,65.32938701456722,52.7403837744209,63.7811457273587],""directions"":[[0.5940760859484805,-0.05289787063907527,0.80266768926249],[-0.03280080789384777,0.416110248921648,0.9087223821079103],[-0.6037003048687309,-0.04570002307851748,0.7959004019298045],[0.05220075848253117,-0.43870637444993144,0.8971130351471017]],""indices_zero_based"":[91,7,43,48],""cardinal_target_order"":[""right"",""front"",""left"",""back""],""cardinal_target_azimuth_deg"":[0.0,90.0,180.0,-90.0]}",per_channel_calibrated,"per-channel light-intensity correction, RGB mean",26421,0,42,outputs\photometric_stereo\matrix_accuracy\l1\cow\lights_004\l1,outputs\photometric_stereo\matrix_accuracy\l1\cow\lights_004\l1\normal_est.npy,outputs\photometric_stereo\matrix_accuracy\l1\cow\lights_004\l1\normal_est_rgb.png,outputs\photometric_stereo\matrix_accuracy\l1\cow\lights_004\l1\normal_gt_rgb.png,outputs\photometric_stereo\matrix_accuracy\l1\cow\lights_004\l1\angular_error.npy,outputs\photometric_stereo\matrix_accuracy\l1\cow\lights_004\l1\angular_error_heatmap.png,outputs\photometric_stereo\matrix_accuracy\l1\cow\lights_004\l1\height_map.npy,outputs\photometric_stereo\matrix_accuracy\l1\cow\lights_004\l1\height_map.png,outputs\photometric_stereo\matrix_accuracy\l1\cow\lights_004\l1\mesh.vtk,outputs\photometric_stereo\matrix_accuracy\l1\cow\lights_004\l1\mesh.png,not_applicable,108.88211409997893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cow,ps_fcn,4,ok,10.874532411215498,8.970811638613494,21.079076294638522,26.08393019485971,,,,,not_measured,,428.04052734375,False,-15.897665894623625,59.381249582169275,26421,cuda,NVIDIA GeForce RTX 3050 Ti Laptop GPU,4095.5,,"[91,7,43,48]","[""092.png"",""008.png"",""044.png"",""049.png""]","{""rank"":3,""condition_number"":2.833965459204653,""azimuth_deg"":[-5.088325733628592,94.50714618194205,-175.67097454722585,-83.21439821846897],""elevation_deg"":[53.385608365342904,65.32938701456722,52.7403837744209,63.7811457273587],""directions"":[[0.5940760859484805,-0.05289787063907527,0.80266768926249],[-0.03280080789384777,0.416110248921648,0.9087223821079103],[-0.6037003048687309,-0.04570002307851748,0.7959004019298045],[0.05220075848253117,-0.43870637444993144,0.8971130351471017]],""indices_zero_based"":[91,7,43,48],""cardinal_target_order"":[""right"",""front"",""left"",""back""],""cardinal_target_azimuth_deg"":[0.0,90.0,180.0,-90.0]}",per_channel_calibrated,"per-channel light-intensity correction, upstream [0,1] PS-FCN input scale",26421,0,42,outputs\photometric_stereo\matrix_accuracy\ps_fcn\cow\lights_004\ps_fcn,outputs\photometric_stereo\matrix_accuracy\ps_fcn\cow\lights_004\ps_fcn\normal_est.npy,outputs\photometric_stereo\matrix_accuracy\ps_fcn\cow\lights_004\ps_fcn\normal_est_rgb.png,outputs\photometric_stereo\matrix_accuracy\ps_fcn\cow\lights_004\ps_fcn\normal_gt_rgb.png,outputs\photometric_stereo\matrix_accuracy\ps_fcn\cow\lights_004\ps_fcn\angular_error.npy,outputs\photometric_stereo\matrix_accuracy\ps_fcn\cow\lights_004\ps_fcn\angular_error_heatmap.png,outputs\photometric_stereo\matrix_accuracy\ps_fcn\cow\lights_004\ps_fcn\height_map.npy,outputs\photometric_stereo\matrix_accuracy\ps_fcn\cow\lights_004\ps_fcn\height_map.png,outputs\photometric_stereo\matrix_accuracy\ps_fcn\cow\lights_004\ps_fcn\mesh.vtk,outputs\photometric_stereo\matrix_accuracy\ps_fcn\cow\lights_004\ps_fcn\mesh.png,,0.1285304000484757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cow,sdm_unips,4,ok,5.2414176923470475,3.789461528974695,9.82263882774745,13.202145875679733,,,,,not_measured,,1430.8828125,False,-21.530780613492077,80.42216170495094,26421,cuda,NVIDIA GeForce RTX 3050 Ti Laptop GPU,4095.5,,"[91,7,43,48]","[""092.png"",""008.png"",""044.png"",""049.png""]","{""rank"":3,""condition_number"":2.833965459204653,""azimuth_deg"":[-5.088325733628592,94.50714618194205,-175.67097454722585,-83.21439821846897],""elevation_deg"":[53.385608365342904,65.32938701456722,52.7403837744209,63.7811457273587],""directions"":[[0.5940760859484805,-0.05289787063907527,0.80266768926249],[-0.03280080789384777,0.416110248921648,0.9087223821079103],[-0.6037003048687309,-0.04570002307851748,0.7959004019298045],[0.05220075848253117,-0.43870637444993144,0.8971130351471017]],""indices_zero_based"":[91,7,43,48],""cardinal_target_order"":[""right"",""front"",""left"",""back""],""cardinal_target_azimuth_deg"":[0.0,90.0,180.0,-90.0]}",per_channel_calibrated,"raw RGB [0,1], upstream per-image normalization; calibrated directions ignored",26421,0,42,outputs\photometric_stereo\matrix_accuracy\sdm_unips\cow\lights_004\sdm_unips,outputs\photometric_stereo\matrix_accuracy\sdm_unips\cow\lights_004\sdm_unips\normal_est.npy,outputs\photometric_stereo\matrix_accuracy\sdm_unips\cow\lights_004\sdm_unips\normal_est_rgb.png,outputs\photometric_stereo\matrix_accuracy\sdm_unips\cow\lights_004\sdm_unips\normal_gt_rgb.png,outputs\photometric_stereo\matrix_accuracy\sdm_unips\cow\lights_004\sdm_unips\angular_error.npy,outputs\photometric_stereo\matrix_accuracy\sdm_unips\cow\lights_004\sdm_unips\angular_error_heatmap.png,outputs\photometric_stereo\matrix_accuracy\sdm_unips\cow\lights_004\sdm_unips\height_map.npy,outputs\photometric_stereo\matrix_accuracy\sdm_unips\cow\lights_004\sdm_unips\height_map.png,outputs\photometric_stereo\matrix_accuracy\sdm_unips\cow\lights_004\sdm_unips\mesh.vtk,outputs\photometric_stereo\matrix_accuracy\sdm_unips\cow\lights_004\sdm_unips\mesh.png,,9.252462700009346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goblet,l2,4,ok,20.97828397558966,17.02741634013524,40.58923724649698,50.56906636039032,,,,,not_measured,,0.0,False,0.0,0.0,26193,cpu,NVIDIA GeForce RTX 3050 Ti Laptop GPU,4095.5,,"[91,7,43,48]","[""092.png"",""008.png"",""044.png"",""049.png""]","{""rank"":3,""condition_number"":2.833965459204653,""azimuth_deg"":[-5.088325733628592,94.50714618194205,-175.67097454722585,-83.21439821846897],""elevation_deg"":[53.385608365342904,65.32938701456722,52.7403837744209,63.7811457273587],""directions"":[[0.5940760859484805,-0.05289787063907527,0.80266768926249],[-0.03280080789384777,0.416110248921648,0.9087223821079103],[-0.6037003048687309,-0.04570002307851748,0.7959004019298045],[0.05220075848253117,-0.43870637444993144,0.8971130351471017]],""indices_zero_based"":[91,7,43,48],""cardinal_target_order"":[""right"",""front"",""left"",""back""],""cardinal_target_azimuth_deg"":[0.0,90.0,180.0,-90.0]}",per_channel_calibrated,"per-channel light-intensity correction, RGB mean",26193,0,42,outputs\photometric_stereo\matrix_accuracy\l2\goblet\lights_004\l2,outputs\photometric_stereo\matrix_accuracy\l2\goblet\lights_004\l2\normal_est.npy,outputs\photometric_stereo\matrix_accuracy\l2\goblet\lights_004\l2\normal_est_rgb.png,outputs\photometric_stereo\matrix_accuracy\l2\goblet\lights_004\l2\normal_gt_rgb.png,outputs\photometric_stereo\matrix_accuracy\l2\goblet\lights_004\l2\angular_error.npy,outputs\photometric_stereo\matrix_accuracy\l2\goblet\lights_004\l2\angular_error_heatmap.png,outputs\photometric_stereo\matrix_accuracy\l2\goblet\lights_004\l2\height_map.npy,outputs\photometric_stereo\matrix_accuracy\l2\goblet\lights_004\l2\height_map.png,outputs\photometric_stereo\matrix_accuracy\l2\goblet\lights_004\l2\mesh.vtk,outputs\photometric_stereo\matrix_accuracy\l2\goblet\lights_004\l2\mesh.png,not_applicable,0.035908999969251454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goblet,l1,4,ok,22.972864647172898,17.67175334067595,46.23366278681601,63.50492255706014,,,,,not_measured,,0.0,False,1.9945806715832362,-9.507835216188946,26193,cpu,NVIDIA GeForce RTX 3050 Ti Laptop GPU,4095.5,,"[91,7,43,48]","[""092.png"",""008.png"",""044.png"",""049.png""]","{""rank"":3,""condition_number"":2.833965459204653,""azimuth_deg"":[-5.088325733628592,94.50714618194205,-175.67097454722585,-83.21439821846897],""elevation_deg"":[53.385608365342904,65.32938701456722,52.7403837744209,63.7811457273587],""directions"":[[0.5940760859484805,-0.05289787063907527,0.80266768926249],[-0.03280080789384777,0.416110248921648,0.9087223821079103],[-0.6037003048687309,-0.04570002307851748,0.7959004019298045],[0.05220075848253117,-0.43870637444993144,0.8971130351471017]],""indices_zero_based"":[91,7,43,48],""cardinal_target_order"":[""right"",""front"",""left"",""back""],""cardinal_target_azimuth_deg"":[0.0,90.0,180.0,-90.0]}",per_channel_calibrated,"per-channel light-intensity correction, RGB mean",26193,0,42,outputs\photometric_stereo\matrix_accuracy\l1\goblet\lights_004\l1,outputs\photometric_stereo\matrix_accuracy\l1\goblet\lights_004\l1\normal_est.npy,outputs\photometric_stereo\matrix_accuracy\l1\goblet\lights_004\l1\normal_est_rgb.png,outputs\photometric_stereo\matrix_accuracy\l1\goblet\lights_004\l1\normal_gt_rgb.png,outputs\photometric_stereo\matrix_accuracy\l1\goblet\lights_004\l1\angular_error.npy,outputs\photometric_stereo\matrix_accuracy\l1\goblet\lights_004\l1\angular_error_heatmap.png,outputs\photometric_stereo\matrix_accuracy\l1\goblet\lights_004\l1\height_map.npy,outputs\photometric_stereo\matrix_accuracy\l1\goblet\lights_004\l1\height_map.png,outputs\photometric_stereo\matrix_accuracy\l1\goblet\lights_004\l1\mesh.vtk,outputs\photometric_stereo\matrix_accuracy\l1\goblet\lights_004\l1\mesh.png,not_applicable,111.22448639996583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
